800;1;16;19.284512848127633
800;1;16;19.217492024879903
800;1;16;19.235650690970942
800;2;16;4.899817080935463
800;2;16;4.866392980096862
800;2;16;4.886755971005186
800;3;16;2.2977830679155886
800;3;16;2.2905652099289
800;3;16;2.299607344903052
800;4;16;1.6029725251719356
800;4;16;1.5183874999638647
800;4;16;1.6065295150037855
800;5;16;1.2750983049627393
800;5;16;1.2749160220846534
800;5;16;1.2748312298208475
800;6;16;1.1608634311705828
800;6;16;1.1593381739221513
800;6;16;1.1636494367849082
800;7;16;1.050535914953798
800;7;16;1.0520311309956014
800;7;16;1.05044365208596
800;8;16;1.0462163561023772
800;8;16;1.052317185793072
800;8;16;1.0494950260035694
800;9;16;1.044398588128388
800;9;16;1.0433014971204102
800;9;16;1.0440102259162813
800;10;16;1.041164972120896
800;10;16;0.9397841999307275
800;10;16;0.938398360973224
800;11;16;0.938728007953614
800;11;16;0.9400868858210742
800;11;16;0.9377770971041173
800;12;16;0.9365552340168506
800;12;16;0.9378988011740148
800;12;16;0.9397874551359564
800;13;16;0.937884028069675
800;13;16;0.9369668641593307
800;13;16;0.9366991720162332
800;14;16;0.9363549698609859
800;14;16;0.9373700330033898
800;14;16;0.9367766729556024
800;15;16;0.9353765670675784
800;15;16;0.9353324919939041
800;15;16;0.9350967998616397
800;16;16;0.9353455838281661
800;16;16;0.9362729568965733
800;16;16;0.9357985178939998
800;17;16;0.9352612642105669
800;17;16;0.9353219950571656
800;17;16;0.9345978789497167
800;18;16;0.93425412196666
800;18;16;0.9342594931367785
800;18;16;0.9350698019843549
800;19;16;0.9355191371869296
800;19;16;0.9338525200728327
800;19;16;0.9337722561322153
800;20;16;1.0334730078466237
800;20;16;0.9340455159544945
800;20;16;0.9333309850189835
800;21;16;1.034219715045765
800;21;16;0.93411671416834
800;21;16;0.9327462629880756
800;22;16;1.034234724007547
800;22;16;1.03440560400486
800;22;16;1.0345670701935887
800;23;16;1.0340077239088714
800;23;16;1.0331074490677565
800;23;16;1.033801494166255
800;24;16;1.0335827430244535
800;24;16;1.0336447048466653
800;24;16;1.0326022270601243
800;25;16;1.033565314952284
800;25;16;1.0331352879293263
800;25;16;1.0327032019849867
800;26;16;1.0329224199522287
800;26;16;1.0323713989928365
800;26;16;1.032978696981445
800;27;16;1.0321983660105616
800;27;16;1.0328678861260414
800;27;16;1.0325081578921527
800;28;16;1.0333056941162795
800;28;16;1.0337225338444114
800;28;16;1.0331771799828857
800;29;16;1.0327759699430317
800;29;16;1.0317849370185286
800;29;16;1.032102899858728
800;30;16;1.0331258007790893
800;30;16;1.032213123049587
800;30;16;1.032660379074514
