200;20;1;0.9105288481805474
200;20;1;0.9101061930414289
200;20;1;0.91004857304506
1000;20;1;21.350334360962734
1000;20;1;21.25051581300795
1000;20;1;21.35089979483746
200;20;2;0.5111904449295253
200;20;2;0.5110660849604756
200;20;2;0.5107201151549816
1000;20;2;11.03605815791525
1000;20;2;10.834606365067884
1000;20;2;10.636135117150843
200;20;4;0.31295943609438837
200;20;4;0.31311431410722435
200;20;4;0.3128907571081072
1000;20;4;5.430361070903018
1000;20;4;5.330251900944859
1000;20;4;5.4299907819367945
200;20;8;0.21729277702979743
200;20;8;0.21717444597743452
200;20;8;0.2170795330312103
1000;20;8;2.7307024621404707
1000;20;8;2.7292489521205425
1000;20;8;2.730091204168275
200;20;16;0.12634860095568
200;20;16;0.12657318310812116
200;20;16;0.12609876110218465
1000;20;16;1.4382927850820124
1000;20;16;1.438167033949867
1000;20;16;1.4383370960131288
200;20;24;0.13758092001080513
200;20;24;0.137254772009328
200;20;24;0.13762431289069355
1000;20;24;1.0474210411775857
1000;20;24;1.0470434839371592
1000;20;24;1.049933688947931
200;20;32;0.1477444909978658
200;20;32;0.14831795589998364
200;20;32;0.14842594298534095
1000;20;32;0.85884038801305
1000;20;32;0.8579709418118
1000;20;32;0.8586712761316448
