200;20;1;0.5379538589986623
200;20;1;0.5466923309995764
200;20;1;0.5513719430000492
1000;20;1;12.957713914000124
1000;20;1;12.978919851999308
1000;20;1;13.025517833999402
200;20;2;0.2908433350003179
200;20;2;0.29132866600048146
200;20;2;0.2883480269993015
1000;20;2;6.884567368000717
1000;20;2;6.858750300001702
1000;20;2;7.2035992269993585
200;20;4;0.19072248200063768
200;20;4;0.1923637649997545
200;20;4;0.19188045999908354
1000;20;4;4.318758218998482
1000;20;4;4.192398006000076
1000;20;4;4.472440812000059
200;20;8;0.21538817700093205
200;20;8;0.17658314400068775
200;20;8;0.20586873499996727
1000;20;8;3.043906490000154
1000;20;8;2.914210691000335
1000;20;8;3.2830096180005057
200;20;16;0.18158563699944352
200;20;16;0.17947829900003853
200;20;16;0.1831982150015392
1000;20;16;2.941884977000882
1000;20;16;2.826063398999395
1000;20;16;2.727909429999272
200;20;24;0.1851312290000351
200;20;24;0.18222741600038717
200;20;24;0.18393476900018868
1000;20;24;2.8849048129995936
1000;20;24;2.9375871459997143
1000;20;24;2.930054989999917
200;20;32;0.18607402599991474
200;20;32;0.18477336099931563
200;20;32;0.17128857799980324
1000;20;32;2.894625699000244
1000;20;32;3.026437860000442
1000;20;32;3.06148925099842
